24 November 2018 01:44:54 PM

ODE_PRB
  C++ version
  Test the ODE library.

TEST01
  ODE solves a system of ordinary differential
  equations.

      T              v1              w1              v2              w2              v3              w3              v4              w4              v5              w5              v6              w6              v7              w7              v8              w8              v9              w9              v10              w10              
      9.57         1.23437       -0.607405         1.23437       -0.607405         1.23437       -0.607405         1.23437       -0.607405         1.23437       -0.607405         1.23437       -0.607405         1.23441       -0.607431          1.2346       -0.607509         1.23583       -0.608589         1.25043       -0.625055
      9.58         1.23437         -0.6074         1.23437         -0.6074         1.23437         -0.6074         1.23437         -0.6074         1.23437         -0.6074         1.23437         -0.6074         1.23441       -0.607425          1.2346       -0.607505         1.23583       -0.608585         1.25039       -0.625057
      9.59         1.23437       -0.607395         1.23437       -0.607395         1.23437       -0.607395         1.23437       -0.607395         1.23437       -0.607395         1.23437       -0.607395         1.23441        -0.60742          1.2346         -0.6075         1.23583       -0.608582         1.25034       -0.625058
       9.6         1.23437        -0.60739         1.23437        -0.60739         1.23437        -0.60739         1.23437        -0.60739         1.23437        -0.60739         1.23437        -0.60739         1.23441       -0.607415          1.2346       -0.607495         1.23582       -0.608578          1.2503        -0.62506
      9.61         1.23437       -0.607385         1.23437       -0.607385         1.23437       -0.607385         1.23437       -0.607385         1.23437       -0.607385         1.23437       -0.607385         1.23441        -0.60741          1.2346       -0.607491         1.23582       -0.608575         1.25041       -0.625061
      9.62         1.23437        -0.60738         1.23437        -0.60738         1.23437        -0.60738         1.23437        -0.60738         1.23437        -0.60738         1.23437        -0.60738         1.23441       -0.607405          1.2346       -0.607486         1.23582       -0.608571         1.25029       -0.625063
      9.63         1.23438       -0.607375         1.23438       -0.607375         1.23438       -0.607375         1.23438       -0.607375         1.23438       -0.607375         1.23438       -0.607375         1.23442         -0.6074          1.2346       -0.607481         1.23581       -0.608568         1.25035       -0.625064
      9.64         1.23438        -0.60737         1.23438        -0.60737         1.23438        -0.60737         1.23438        -0.60737         1.23438        -0.60737         1.23438        -0.60737         1.23442       -0.607395          1.2346       -0.607477         1.23581       -0.608564         1.25037       -0.625066
      9.65         1.23438       -0.607365         1.23438       -0.607365         1.23438       -0.607365         1.23438       -0.607365         1.23438       -0.607365         1.23438       -0.607365         1.23442        -0.60739          1.2346       -0.607472         1.23581       -0.608561         1.25038       -0.625067
      9.66         1.23438        -0.60736         1.23438        -0.60736         1.23438        -0.60736         1.23438        -0.60736         1.23438        -0.60736         1.23438        -0.60736         1.23442       -0.607385          1.2346       -0.607468         1.23581       -0.608557         1.25027       -0.625068
      9.67         1.23439       -0.607355         1.23439       -0.607355         1.23439       -0.607355         1.23439       -0.607355         1.23439       -0.607355         1.23439       -0.607355         1.23442        -0.60738          1.2346       -0.607463         1.23581       -0.608554         1.25022        -0.62507
      9.68         1.23439        -0.60735         1.23439        -0.60735         1.23439        -0.60735         1.23439        -0.60735         1.23439        -0.60735         1.23439        -0.60735         1.23442       -0.607375          1.2346       -0.607458          1.2358       -0.608551         1.25028       -0.625071
      9.69         1.23439       -0.607345         1.23439       -0.607345         1.23439       -0.607345         1.23439       -0.607345         1.23439       -0.607345         1.23439       -0.607345         1.23443        -0.60737          1.2346       -0.607454          1.2358       -0.608547         1.25024       -0.625072
       9.7         1.23439        -0.60734         1.23439        -0.60734         1.23439        -0.60734         1.23439        -0.60734         1.23439        -0.60734         1.23439        -0.60734         1.23443       -0.607365          1.2346       -0.607449          1.2358       -0.608544          1.2503       -0.625073
      9.71          1.2344       -0.607335          1.2344       -0.607335          1.2344       -0.607335          1.2344       -0.607335          1.2344       -0.607335          1.2344       -0.607335         1.23443       -0.607361          1.2346       -0.607445          1.2358        -0.60854          1.2503       -0.625075
      9.72          1.2344        -0.60733          1.2344        -0.60733          1.2344        -0.60733          1.2344        -0.60733          1.2344        -0.60733          1.2344        -0.60733         1.23443       -0.607356          1.2346        -0.60744          1.2358       -0.608537         1.25032       -0.625076
      9.73          1.2344       -0.607325          1.2344       -0.607325          1.2344       -0.607325          1.2344       -0.607325          1.2344       -0.607325          1.2344       -0.607325         1.23444       -0.607351          1.2346       -0.607436         1.23579       -0.608533         1.25022       -0.625077
      9.74         1.23441        -0.60732         1.23441        -0.60732         1.23441        -0.60732         1.23441        -0.60732         1.23441        -0.60732         1.23441        -0.60732         1.23444       -0.607346         1.23461       -0.607431         1.23579        -0.60853         1.25021       -0.625078
      9.75         1.23441       -0.607315         1.23441       -0.607315         1.23441       -0.607315         1.23441       -0.607315         1.23441       -0.607315         1.23441       -0.607315         1.23444       -0.607341         1.23461       -0.607427         1.23579       -0.608526         1.25024       -0.625079
      9.76         1.23441        -0.60731         1.23441        -0.60731         1.23441        -0.60731         1.23441        -0.60731         1.23441        -0.60731         1.23441        -0.60731         1.23444       -0.607337         1.23461       -0.607423         1.23579       -0.608523         1.25032        -0.62508
      9.77         1.23442       -0.607306         1.23442       -0.607306         1.23442       -0.607306         1.23442       -0.607306         1.23442       -0.607306         1.23442       -0.607306         1.23445       -0.607332         1.23461       -0.607418         1.23579        -0.60852         1.25022       -0.625082
      9.78         1.23442       -0.607301         1.23442       -0.607301         1.23442       -0.607301         1.23442       -0.607301         1.23442       -0.607301         1.23442       -0.607301         1.23445       -0.607327         1.23461       -0.607414         1.23579       -0.608516          1.2503       -0.625083
      9.79         1.23442       -0.607296         1.23442       -0.607296         1.23442       -0.607296         1.23442       -0.607296         1.23442       -0.607296         1.23442       -0.607296         1.23445       -0.607322         1.23461       -0.607409         1.23579       -0.608513         1.25018       -0.625084
       9.8         1.23443       -0.607292         1.23443       -0.607292         1.23443       -0.607292         1.23443       -0.607292         1.23443       -0.607292         1.23443       -0.607292         1.23446       -0.607318         1.23462       -0.607405         1.23579       -0.608509         1.25018       -0.625085
      9.81         1.23443       -0.607287         1.23443       -0.607287         1.23443       -0.607287         1.23443       -0.607287         1.23443       -0.607287         1.23443       -0.607287         1.23446       -0.607313         1.23462       -0.607401         1.23579       -0.608506         1.25015       -0.625086
      9.82         1.23443       -0.607282         1.23443       -0.607282         1.23443       -0.607282         1.23443       -0.607282         1.23443       -0.607282         1.23443       -0.607282         1.23446       -0.607308         1.23462       -0.607396         1.23579       -0.608503         1.25029       -0.625087
      9.83         1.23444       -0.607278         1.23444       -0.607278         1.23444       -0.607278         1.23444       -0.607278         1.23444       -0.607278         1.23444       -0.607278         1.23447       -0.607304         1.23462       -0.607392         1.23578       -0.608499         1.25025       -0.625088
      9.84         1.23444       -0.607273         1.23444       -0.607273         1.23444       -0.607273         1.23444       -0.607273         1.23444       -0.607273         1.23444       -0.607273         1.23447       -0.607299         1.23462       -0.607388         1.23578       -0.608496         1.25012       -0.625089
      9.85         1.23445       -0.607268         1.23445       -0.607268         1.23445       -0.607268         1.23445       -0.607268         1.23445       -0.607268         1.23445       -0.607268         1.23447       -0.607295         1.23463       -0.607383         1.23578       -0.608492         1.25023        -0.62509
      9.86         1.23445       -0.607264         1.23445       -0.607264         1.23445       -0.607264         1.23445       -0.607264         1.23445       -0.607264         1.23445       -0.607264         1.23448        -0.60729         1.23463       -0.607379         1.23578       -0.608489         1.25014       -0.625091
      9.87         1.23445       -0.607259         1.23445       -0.607259         1.23445       -0.607259         1.23445       -0.607259         1.23445       -0.607259         1.23445       -0.607259         1.23448       -0.607286         1.23463       -0.607375         1.23578       -0.608486         1.25018       -0.625091
      9.88         1.23446       -0.607255         1.23446       -0.607255         1.23446       -0.607255         1.23446       -0.607255         1.23446       -0.607255         1.23446       -0.607255         1.23448       -0.607281         1.23463       -0.607371         1.23578       -0.608482         1.25019       -0.625092
      9.89         1.23446        -0.60725         1.23446        -0.60725         1.23446        -0.60725         1.23446        -0.60725         1.23446        -0.60725         1.23446        -0.60725         1.23449       -0.607277         1.23464       -0.607366         1.23578       -0.608479         1.25022       -0.625093
       9.9         1.23447       -0.607246         1.23447       -0.607246         1.23447       -0.607246         1.23447       -0.607246         1.23447       -0.607246         1.23447       -0.607246         1.23449       -0.607272         1.23464       -0.607362         1.23578       -0.608476         1.25018       -0.625094
      9.91         1.23447       -0.607242         1.23447       -0.607242         1.23447       -0.607242         1.23447       -0.607242         1.23447       -0.607242         1.23447       -0.607242         1.23449       -0.607268         1.23464       -0.607358         1.23578       -0.608472         1.25024       -0.625095
      9.92         1.23448       -0.607237         1.23448       -0.607237         1.23448       -0.607237         1.23448       -0.607237         1.23448       -0.607237         1.23448       -0.607237          1.2345       -0.607264         1.23464       -0.607354         1.23578       -0.608469          1.2502       -0.625096
      9.93         1.23448       -0.607233         1.23448       -0.607233         1.23448       -0.607233         1.23448       -0.607233         1.23448       -0.607233         1.23448       -0.607233          1.2345       -0.607259         1.23465        -0.60735         1.23578       -0.608466         1.25004       -0.625097
      9.94         1.23449       -0.607228         1.23449       -0.607228         1.23449       -0.607228         1.23449       -0.607228         1.23449       -0.607228         1.23449       -0.607228         1.23451       -0.607255         1.23465       -0.607346         1.23578       -0.608462         1.25026       -0.625097
      9.95         1.23449       -0.607224         1.23449       -0.607224         1.23449       -0.607224         1.23449       -0.607224         1.23449       -0.607224         1.23449       -0.607224         1.23451       -0.607251         1.23465       -0.607342         1.23578       -0.608459         1.25011       -0.625098
      9.96          1.2345        -0.60722          1.2345        -0.60722          1.2345        -0.60722          1.2345        -0.60722          1.2345        -0.60722          1.2345        -0.60722         1.23452       -0.607246         1.23466       -0.607338         1.23578       -0.608456         1.25019       -0.625099
      9.97          1.2345       -0.607216          1.2345       -0.607216          1.2345       -0.607216          1.2345       -0.607216          1.2345       -0.607216          1.2345       -0.607216         1.23452       -0.607242         1.23466       -0.607334         1.23578       -0.608453         1.25018         -0.6251
      9.98         1.23451       -0.607211         1.23451       -0.607211         1.23451       -0.607211         1.23451       -0.607211         1.23451       -0.607211         1.23451       -0.607211         1.23452       -0.607238         1.23466        -0.60733         1.23579       -0.608449         1.25021         -0.6251
      9.99         1.23451       -0.607207         1.23451       -0.607207         1.23451       -0.607207         1.23451       -0.607207         1.23451       -0.607207         1.23451       -0.607207         1.23453       -0.607234         1.23467       -0.607326         1.23579       -0.608446         1.25012       -0.625101
        10         1.23452       -0.607203         1.23452       -0.607203         1.23452       -0.607203         1.23452       -0.607203         1.23452       -0.607203         1.23452       -0.607203         1.23453       -0.607229         1.23467       -0.607322         1.23579       -0.608443          1.2502       -0.625102
     10.01         1.23452       -0.607199         1.23452       -0.607199         1.23452       -0.607199         1.23452       -0.607199         1.23452       -0.607199         1.23452       -0.607199         1.23454       -0.607225         1.23467       -0.607318         1.23579        -0.60844         1.25013       -0.625102
     10.02         1.23453       -0.607195         1.23453       -0.607195         1.23453       -0.607195         1.23453       -0.607195         1.23453       -0.607195         1.23453       -0.607195         1.23454       -0.607221         1.23468       -0.607314         1.23579       -0.608436         1.25016       -0.625103
     10.03         1.23453       -0.607191         1.23453       -0.607191         1.23453       -0.607191         1.23453       -0.607191         1.23453       -0.607191         1.23453       -0.607191         1.23455       -0.607217         1.23468        -0.60731         1.23579       -0.608433         1.25015       -0.625104
     10.04         1.23454       -0.607187         1.23454       -0.607187         1.23454       -0.607187         1.23454       -0.607187         1.23454       -0.607187         1.23454       -0.607187         1.23455       -0.607213         1.23468       -0.607306         1.23579        -0.60843         1.25013       -0.625104
     10.05         1.23454       -0.607183         1.23454       -0.607183         1.23454       -0.607183         1.23454       -0.607183         1.23454       -0.607183         1.23454       -0.607183         1.23456       -0.607209         1.23469       -0.607302         1.23579       -0.608427         1.25011       -0.625105
     10.06         1.23455       -0.607179         1.23455       -0.607179         1.23455       -0.607179         1.23455       -0.607179         1.23455       -0.607179         1.23455       -0.607179         1.23456       -0.607205         1.23469       -0.607298         1.23579       -0.608424         1.25008       -0.625106
     10.07         1.23455       -0.607175         1.23455       -0.607175         1.23455       -0.607175         1.23455       -0.607175         1.23455       -0.607175         1.23455       -0.607175         1.23457       -0.607201         1.23469       -0.607294         1.23579       -0.608421          1.2501       -0.625106
     10.08         1.23456       -0.607171         1.23456       -0.607171         1.23456       -0.607171         1.23456       -0.607171         1.23456       -0.607171         1.23456       -0.607171         1.23457       -0.607197          1.2347       -0.607291         1.23579       -0.608417         1.25022       -0.625107
     10.09         1.23456       -0.607167         1.23456       -0.607167         1.23456       -0.607167         1.23456       -0.607167         1.23456       -0.607167         1.23456       -0.607167         1.23457       -0.607193          1.2347       -0.607287          1.2358       -0.608414         1.25013       -0.625108
      10.1         1.23457       -0.607163         1.23457       -0.607163         1.23457       -0.607163         1.23457       -0.607163         1.23457       -0.607163         1.23457       -0.607163         1.23458       -0.607189          1.2347       -0.607283          1.2358       -0.608411         1.25016       -0.625108
     10.11         1.23457       -0.607159         1.23457       -0.607159         1.23457       -0.607159         1.23457       -0.607159         1.23457       -0.607159         1.23457       -0.607159         1.23458       -0.607185         1.23471       -0.607279          1.2358       -0.608408         1.25004       -0.625109
     10.12         1.23458       -0.607155         1.23458       -0.607155         1.23458       -0.607155         1.23458       -0.607155         1.23458       -0.607155         1.23458       -0.607155         1.23459       -0.607181         1.23471       -0.607276          1.2358       -0.608405         1.25021       -0.625109
     10.13         1.23458       -0.607151         1.23458       -0.607151         1.23458       -0.607151         1.23458       -0.607151         1.23458       -0.607151         1.23458       -0.607151         1.23459       -0.607177         1.23472       -0.607272          1.2358       -0.608402         1.25017        -0.62511
     10.14         1.23459       -0.607148         1.23459       -0.607148         1.23459       -0.607148         1.23459       -0.607148         1.23459       -0.607148         1.23459       -0.607148          1.2346       -0.607174         1.23472       -0.607268          1.2358       -0.608399         1.25008        -0.62511
     10.15         1.23459       -0.607144         1.23459       -0.607144         1.23459       -0.607144         1.23459       -0.607144         1.23459       -0.607144         1.23459       -0.607144          1.2346        -0.60717         1.23472       -0.607265          1.2358       -0.608396         1.25005       -0.625111
     10.16          1.2346        -0.60714          1.2346        -0.60714          1.2346        -0.60714          1.2346        -0.60714          1.2346        -0.60714          1.2346        -0.60714         1.23461       -0.607166         1.23473       -0.607261         1.23581       -0.608393         1.25003       -0.625111
     10.17         1.23461       -0.607136         1.23461       -0.607136         1.23461       -0.607136         1.23461       -0.607136         1.23461       -0.607136         1.23461       -0.607136         1.23461       -0.607162         1.23473       -0.607257         1.23581        -0.60839         1.25007       -0.625112
     10.18         1.23461       -0.607133         1.23461       -0.607133         1.23461       -0.607133         1.23461       -0.607133         1.23461       -0.607133         1.23461       -0.607133         1.23462       -0.607159         1.23474       -0.607254         1.23581       -0.608387         1.25011       -0.625112
     10.19         1.23462       -0.607129         1.23462       -0.607129         1.23462       -0.607129         1.23462       -0.607129         1.23462       -0.607129         1.23462       -0.607129         1.23462       -0.607155         1.23474        -0.60725         1.23581       -0.608384         1.25004       -0.625113
      10.2         1.23462       -0.607125         1.23462       -0.607125         1.23462       -0.607125         1.23462       -0.607125         1.23462       -0.607125         1.23462       -0.607125         1.23463       -0.607151         1.23474       -0.607247         1.23581       -0.608381         1.25005       -0.625113
     10.21         1.23463       -0.607122         1.23463       -0.607122         1.23463       -0.607122         1.23463       -0.607122         1.23463       -0.607122         1.23463       -0.607122         1.23464       -0.607148         1.23475       -0.607243         1.23581       -0.608378         1.25002       -0.625114
     10.22         1.23463       -0.607118         1.23463       -0.607118         1.23463       -0.607118         1.23463       -0.607118         1.23463       -0.607118         1.23463       -0.607118         1.23464       -0.607144         1.23475        -0.60724         1.23582       -0.608375         1.25012       -0.625114
     10.23         1.23464       -0.607115         1.23464       -0.607115         1.23464       -0.607115         1.23464       -0.607115         1.23464       -0.607115         1.23464       -0.607115         1.23465        -0.60714         1.23476       -0.607236         1.23582       -0.608372         1.25004       -0.625114
     10.24         1.23465       -0.607111         1.23465       -0.607111         1.23465       -0.607111         1.23465       -0.607111         1.23465       -0.607111         1.23465       -0.607111         1.23465       -0.607137         1.23476       -0.607233         1.23582       -0.608369         1.25013       -0.625115
     10.25         1.23465       -0.607108         1.23465       -0.607108         1.23465       -0.607108         1.23465       -0.607108         1.23465       -0.607108         1.23465       -0.607108         1.23466       -0.607133         1.23476       -0.607229         1.23582       -0.608366         1.25017       -0.625115
     10.26         1.23466       -0.607104         1.23466       -0.607104         1.23466       -0.607104         1.23466       -0.607104         1.23466       -0.607104         1.23466       -0.607104         1.23466        -0.60713         1.23477       -0.607226         1.23582       -0.608363         1.25016       -0.625116
     10.27         1.23466       -0.607101         1.23466       -0.607101         1.23466       -0.607101         1.23466       -0.607101         1.23466       -0.607101         1.23466       -0.607101         1.23467       -0.607126         1.23477       -0.607223         1.23582        -0.60836         1.25014       -0.625116
     10.28         1.23467       -0.607098         1.23467       -0.607098         1.23467       -0.607098         1.23467       -0.607098         1.23467       -0.607098         1.23467       -0.607098         1.23467       -0.607123         1.23478       -0.607219         1.23583       -0.608357         1.25012       -0.625116
     10.29         1.23467       -0.607094         1.23467       -0.607094         1.23467       -0.607094         1.23467       -0.607094         1.23467       -0.607094         1.23467       -0.607094         1.23468        -0.60712         1.23478       -0.607216         1.23583       -0.608355         1.25009       -0.625117
      10.3         1.23468       -0.607091         1.23468       -0.607091         1.23468       -0.607091         1.23468       -0.607091         1.23468       -0.607091         1.23468       -0.607091         1.23468       -0.607116         1.23479       -0.607213         1.23583       -0.608352         1.25012       -0.625117
     10.31         1.23469       -0.607088         1.23469       -0.607088         1.23469       -0.607088         1.23469       -0.607088         1.23469       -0.607088         1.23469       -0.607088         1.23469       -0.607113         1.23479        -0.60721         1.23583       -0.608349         1.25006       -0.625118
     10.32         1.23469       -0.607084         1.23469       -0.607084         1.23469       -0.607084         1.23469       -0.607084         1.23469       -0.607084         1.23469       -0.607084         1.23469        -0.60711         1.23479       -0.607206         1.23584       -0.608346         1.24999       -0.625118
     10.33          1.2347       -0.607081          1.2347       -0.607081          1.2347       -0.607081          1.2347       -0.607081          1.2347       -0.607081          1.2347       -0.607081          1.2347       -0.607106          1.2348       -0.607203         1.23584       -0.608343         1.25004       -0.625118
     10.34          1.2347       -0.607078          1.2347       -0.607078          1.2347       -0.607078          1.2347       -0.607078          1.2347       -0.607078          1.2347       -0.607078          1.2347       -0.607103          1.2348         -0.6072         1.23584       -0.608341         1.25005       -0.625118
     10.35         1.23471       -0.607075         1.23471       -0.607075         1.23471       -0.607075         1.23471       -0.607075         1.23471       -0.607075         1.23471       -0.607075         1.23471         -0.6071         1.23481       -0.607197         1.23584       -0.608338         1.25002       -0.625119
     10.36         1.23471       -0.607072         1.23471       -0.607072         1.23471       -0.607072         1.23471       -0.607072         1.23471       -0.607072         1.23471       -0.607072         1.23471       -0.607097         1.23481       -0.607194         1.23584       -0.608335         1.25002       -0.625119
     10.37         1.23472       -0.607068         1.23472       -0.607068         1.23472       -0.607068         1.23472       -0.607068         1.23472       -0.607068         1.23472       -0.607068         1.23472       -0.607093         1.23482        -0.60719         1.23585       -0.608332          1.2501       -0.625119
     10.38         1.23473       -0.607065         1.23473       -0.607065         1.23473       -0.607065         1.23473       -0.607065         1.23473       -0.607065         1.23473       -0.607065         1.23473        -0.60709         1.23482       -0.607187         1.23585        -0.60833         1.25008        -0.62512
     10.39         1.23473       -0.607062         1.23473       -0.607062         1.23473       -0.607062         1.23473       -0.607062         1.23473       -0.607062         1.23473       -0.607062         1.23473       -0.607087         1.23483       -0.607184         1.23585       -0.608327         1.25005        -0.62512
      10.4         1.23474       -0.607059         1.23474       -0.607059         1.23474       -0.607059         1.23474       -0.607059         1.23474       -0.607059         1.23474       -0.607059         1.23474       -0.607084         1.23483       -0.607181         1.23585       -0.608324          1.2501        -0.62512
     10.41         1.23474       -0.607056         1.23474       -0.607056         1.23474       -0.607056         1.23474       -0.607056         1.23474       -0.607056         1.23474       -0.607056         1.23474       -0.607081         1.23483       -0.607178         1.23586       -0.608321         1.24996       -0.625121
     10.42         1.23475       -0.607053         1.23475       -0.607053         1.23475       -0.607053         1.23475       -0.607053         1.23475       -0.607053         1.23475       -0.607053         1.23475       -0.607078         1.23484       -0.607175         1.23586       -0.608319         1.25007       -0.625121
     10.43         1.23476        -0.60705         1.23476        -0.60705         1.23476        -0.60705         1.23476        -0.60705         1.23476        -0.60705         1.23476        -0.60705         1.23475       -0.607075         1.23484       -0.607172         1.23586       -0.608316         1.25007       -0.625121
     10.44         1.23476       -0.607047         1.23476       -0.607047         1.23476       -0.607047         1.23476       -0.607047         1.23476       -0.607047         1.23476       -0.607047         1.23476       -0.607072         1.23485       -0.607169         1.23586       -0.608314         1.25004       -0.625121
     10.45         1.23477       -0.607044         1.23477       -0.607044         1.23477       -0.607044         1.23477       -0.607044         1.23477       -0.607044         1.23477       -0.607044         1.23476       -0.607069         1.23485       -0.607166         1.23586       -0.608311         1.24997       -0.625122
     10.46         1.23477       -0.607042         1.23477       -0.607042         1.23477       -0.607042         1.23477       -0.607042         1.23477       -0.607042         1.23477       -0.607042         1.23477       -0.607066         1.23486       -0.607163         1.23587       -0.608308         1.25007       -0.625122
     10.47         1.23478       -0.607039         1.23478       -0.607039         1.23478       -0.607039         1.23478       -0.607039         1.23478       -0.607039         1.23478       -0.607039         1.23477       -0.607063         1.23486        -0.60716         1.23587       -0.608306         1.25002       -0.625122
     10.48         1.23478       -0.607036         1.23478       -0.607036         1.23478       -0.607036         1.23478       -0.607036         1.23478       -0.607036         1.23478       -0.607036         1.23478        -0.60706         1.23487       -0.607157         1.23587       -0.608303         1.24999       -0.625122
     10.49         1.23479       -0.607033         1.23479       -0.607033         1.23479       -0.607033         1.23479       -0.607033         1.23479       -0.607033         1.23479       -0.607033         1.23479       -0.607057         1.23487       -0.607155         1.23587       -0.608301         1.25002       -0.625122
      10.5          1.2348        -0.60703          1.2348        -0.60703          1.2348        -0.60703          1.2348        -0.60703          1.2348        -0.60703          1.2348        -0.60703         1.23479       -0.607054         1.23488       -0.607152         1.23588       -0.608298         1.25002       -0.625123
     10.51          1.2348       -0.607028          1.2348       -0.607028          1.2348       -0.607028          1.2348       -0.607028          1.2348       -0.607028          1.2348       -0.607028          1.2348       -0.607051         1.23488       -0.607149         1.23588       -0.608295         1.25001       -0.625123
     10.52         1.23481       -0.607025         1.23481       -0.607025         1.23481       -0.607025         1.23481       -0.607025         1.23481       -0.607025         1.23481       -0.607025          1.2348       -0.607049         1.23488       -0.607146         1.23588       -0.608293         1.24998       -0.625123
     10.53         1.23481       -0.607022         1.23481       -0.607022         1.23481       -0.607022         1.23481       -0.607022         1.23481       -0.607022         1.23481       -0.607022         1.23481       -0.607046         1.23489       -0.607143         1.23588        -0.60829         1.24994       -0.625123
     10.54         1.23482       -0.607019         1.23482       -0.607019         1.23482       -0.607019         1.23482       -0.607019         1.23482       -0.607019         1.23482       -0.607019         1.23481       -0.607043         1.23489       -0.607141         1.23589       -0.608288          1.2501       -0.625123
     10.55         1.23482       -0.607017         1.23482       -0.607017         1.23482       -0.607017         1.23482       -0.607017         1.23482       -0.607017         1.23482       -0.607017         1.23482        -0.60704          1.2349       -0.607138         1.23589       -0.608285         1.25003       -0.625124
     10.56         1.23483       -0.607014         1.23483       -0.607014         1.23483       -0.607014         1.23483       -0.607014         1.23483       -0.607014         1.23483       -0.607014         1.23482       -0.607038          1.2349       -0.607135         1.23589       -0.608283         1.24994       -0.625124
     10.57         1.23484       -0.607012         1.23484       -0.607012         1.23484       -0.607012         1.23484       -0.607012         1.23484       -0.607012         1.23484       -0.607012         1.23483       -0.607035         1.23491       -0.607133         1.23589       -0.608281         1.24987       -0.625124
     10.58         1.23484       -0.607009         1.23484       -0.607009         1.23484       -0.607009         1.23484       -0.607009         1.23484       -0.607009         1.23484       -0.607009         1.23483       -0.607032         1.23491        -0.60713          1.2359       -0.608278         1.25006       -0.625124
     10.59         1.23485       -0.607007         1.23485       -0.607007         1.23485       -0.607007         1.23485       -0.607007         1.23485       -0.607007         1.23485       -0.607007         1.23484        -0.60703         1.23492       -0.607127          1.2359       -0.608276         1.25006       -0.625124
      10.6         1.23485       -0.607004         1.23485       -0.607004         1.23485       -0.607004         1.23485       -0.607004         1.23485       -0.607004         1.23485       -0.607004         1.23484       -0.607027         1.23492       -0.607125          1.2359       -0.608273            1.25       -0.625124
     10.61         1.23486       -0.607002         1.23486       -0.607002         1.23486       -0.607002         1.23486       -0.607002         1.23486       -0.607002         1.23486       -0.607002         1.23485       -0.607024         1.23493       -0.607122         1.23591       -0.608271         1.24998       -0.625125
     10.62         1.23486       -0.606999         1.23486       -0.606999         1.23486       -0.606999         1.23486       -0.606999         1.23486       -0.606999         1.23486       -0.606999         1.23486       -0.607022         1.23493        -0.60712         1.23591       -0.608269          1.2501       -0.625125
     10.63         1.23487       -0.606997         1.23487       -0.606997         1.23487       -0.606997         1.23487       -0.606997         1.23487       -0.606997         1.23487       -0.606997         1.23486       -0.607019         1.23493       -0.607117         1.23591       -0.608266         1.24996       -0.625125
     10.64         1.23488       -0.606994         1.23488       -0.606994         1.23488       -0.606994         1.23488       -0.606994         1.23488       -0.606994         1.23488       -0.606994         1.23487       -0.607017         1.23494       -0.607115         1.23591       -0.608264         1.25001       -0.625125
     10.65         1.23488       -0.606992         1.23488       -0.606992         1.23488       -0.606992         1.23488       -0.606992         1.23488       -0.606992         1.23488       -0.606992         1.23487       -0.607014         1.23494       -0.607112         1.23592       -0.608262         1.24996       -0.625125
     10.66         1.23489       -0.606989         1.23489       -0.606989         1.23489       -0.606989         1.23489       -0.606989         1.23489       -0.606989         1.23489       -0.606989         1.23488       -0.607012         1.23495        -0.60711         1.23592       -0.608259         1.24999       -0.625125
     10.67         1.23489       -0.606987         1.23489       -0.606987         1.23489       -0.606987         1.23489       -0.606987         1.23489       -0.606987         1.23489       -0.606987         1.23488       -0.607009         1.23495       -0.607107         1.23592       -0.608257         1.25009       -0.625125
     10.68          1.2349       -0.606985          1.2349       -0.606985          1.2349       -0.606985          1.2349       -0.606985          1.2349       -0.606985          1.2349       -0.606985         1.23489       -0.607007         1.23496       -0.607105         1.23592       -0.608255         1.25002       -0.625125
     10.69          1.2349       -0.606983          1.2349       -0.606983          1.2349       -0.606983          1.2349       -0.606983          1.2349       -0.606983          1.2349       -0.606983         1.23489       -0.607005         1.23496       -0.607102         1.23593       -0.608252         1.24996       -0.625125
      10.7         1.23491        -0.60698         1.23491        -0.60698         1.23491        -0.60698         1.23491        -0.60698         1.23491        -0.60698         1.23491        -0.60698          1.2349       -0.607002         1.23497         -0.6071         1.23593        -0.60825         1.24992       -0.625126
     10.71         1.23491       -0.606978         1.23491       -0.606978         1.23491       -0.606978         1.23491       -0.606978         1.23491       -0.606978         1.23491       -0.606978          1.2349          -0.607         1.23497       -0.607098         1.23593       -0.608248         1.25004       -0.625126
     10.72         1.23492       -0.606976         1.23492       -0.606976         1.23492       -0.606976         1.23492       -0.606976         1.23492       -0.606976         1.23492       -0.606976         1.23491       -0.606998         1.23498       -0.607095         1.23593       -0.608246         1.25007       -0.625126
     10.73         1.23493       -0.606974         1.23493       -0.606974         1.23493       -0.606974         1.23493       -0.606974         1.23493       -0.606974         1.23493       -0.606974         1.23491       -0.606995         1.23498       -0.607093         1.23594       -0.608244         1.24991       -0.625126
     10.74         1.23493       -0.606971         1.23493       -0.606971         1.23493       -0.606971         1.23493       -0.606971         1.23493       -0.606971         1.23493       -0.606971         1.23492       -0.606993         1.23498       -0.607091         1.23594       -0.608241         1.24991       -0.625126
     10.75         1.23494       -0.606969         1.23494       -0.606969         1.23494       -0.606969         1.23494       -0.606969         1.23494       -0.606969         1.23494       -0.606969         1.23492       -0.606991         1.23499       -0.607088         1.23594       -0.608239         1.25004       -0.625126
     10.76         1.23494       -0.606967         1.23494       -0.606967         1.23494       -0.606967         1.23494       -0.606967         1.23494       -0.606967         1.23494       -0.606967         1.23493       -0.606989         1.23499       -0.607086         1.23595       -0.608237            1.25       -0.625126
