18 November 2018 01:50:17 PM

ODE_PRB
  C++ version
  Test the ODE library.

TEST01
  ODE solves a system of ordinary differential
  equations.

      T              v1              w1              v2              w2              v3              w3              v4              w4              v5              w5              v6              w6              v7              w7              v8              w8              v9              w9              v10              w10              
     19.01        0.984817       -0.184225         1.42813       -0.448892         1.64916       -0.178972         1.35521       -0.583103          1.2614       -0.610424         1.24056       -0.607941         1.23638       -0.607037         1.23562       -0.606882         1.23551       -0.606862         1.23549        -0.60686
     19.02        0.981878       -0.184512         1.42687       -0.449952         1.64766       -0.181486         1.35448       -0.583564         1.26118         -0.6105         1.24052       -0.607955         1.23637        -0.60704         1.23562       -0.606883         1.23551       -0.606862         1.23549        -0.60686
     19.03        0.978927       -0.184787         1.42562       -0.451005         1.64617       -0.183988         1.35375        -0.58402         1.26095       -0.610576         1.24048       -0.607969         1.23637       -0.607042         1.23562       -0.606883         1.23551       -0.606862         1.23549        -0.60686
     19.04        0.975964       -0.185052         1.42437       -0.452051         1.64468       -0.186479         1.35303       -0.584474         1.26073        -0.61065         1.24043       -0.607983         1.23636       -0.607045         1.23562       -0.606884         1.23551       -0.606862         1.23549        -0.60686
     19.05        0.972989       -0.185307         1.42313        -0.45309         1.64319       -0.188958          1.3523       -0.584923         1.26051       -0.610724         1.24039       -0.607996         1.23635       -0.607047         1.23562       -0.606884         1.23551       -0.606862         1.23549        -0.60686
     19.06        0.970002        -0.18555         1.42188       -0.454122         1.64171       -0.191426         1.35158        -0.58537         1.26028       -0.610797         1.24034       -0.608009         1.23635        -0.60705         1.23562       -0.606884         1.23551       -0.606862         1.23549        -0.60686
     19.07        0.967002       -0.185784         1.42063       -0.455147         1.64023       -0.193882         1.35086       -0.585812         1.26006       -0.610868          1.2403       -0.608022         1.23634       -0.607052         1.23562       -0.606885         1.23551       -0.606862         1.23549        -0.60686
     19.08         0.96399       -0.186006         1.41939       -0.456165         1.63875       -0.196327         1.35014       -0.586251         1.25984       -0.610939         1.24025       -0.608035         1.23634       -0.607054         1.23562       -0.606885         1.23551       -0.606862         1.23549        -0.60686
     19.09        0.960965       -0.186218         1.41815       -0.457176         1.63727        -0.19876         1.34943       -0.586686         1.25961       -0.611009         1.24021       -0.608048         1.23633       -0.607057         1.23562       -0.606886         1.23551       -0.606862         1.23549        -0.60686
      19.1        0.957927        -0.18642         1.41691       -0.458181         1.63579       -0.201182         1.34871       -0.587118         1.25939       -0.611078         1.24016        -0.60806         1.23633       -0.607059         1.23562       -0.606886         1.23551       -0.606862         1.23549        -0.60686
     19.11        0.954875        -0.18661         1.41567       -0.459179         1.63432       -0.203592           1.348       -0.587546         1.25917       -0.611146         1.24012       -0.608073         1.23632       -0.607061         1.23562       -0.606886         1.23551       -0.606863         1.23549        -0.60686
     19.12         0.95181        -0.18679         1.41443        -0.46017         1.63285       -0.205992         1.34729       -0.587971         1.25895       -0.611213         1.24007       -0.608085         1.23631       -0.607063         1.23562       -0.606887         1.23551       -0.606863         1.23549        -0.60686
     19.13        0.948731       -0.186959         1.41319       -0.461154         1.63138       -0.208379         1.34659       -0.588393         1.25873       -0.611279         1.24003       -0.608097         1.23631       -0.607065         1.23562       -0.606887         1.23551       -0.606863         1.23549        -0.60686
     19.14        0.945637       -0.187118         1.41196       -0.462132         1.62991       -0.210756         1.34588        -0.58881          1.2585       -0.611344         1.23998       -0.608108          1.2363       -0.607068         1.23562       -0.606887         1.23551       -0.606863         1.23549        -0.60686
     19.15        0.942529       -0.187266         1.41072       -0.463103         1.62845       -0.213121         1.34518       -0.589225         1.25828       -0.611408         1.23993        -0.60812         1.23629        -0.60707         1.23562       -0.606888         1.23551       -0.606863         1.23549        -0.60686
     19.16        0.939407       -0.187403         1.40949       -0.464067         1.62699       -0.215476         1.34448       -0.589636         1.25806       -0.611472         1.23989       -0.608131         1.23629       -0.607072         1.23562       -0.606888         1.23551       -0.606863         1.23549        -0.60686
     19.17        0.936269       -0.187529         1.40826       -0.465024         1.62553       -0.217819         1.34378       -0.590043         1.25784       -0.611534         1.23984       -0.608142         1.23628       -0.607074         1.23562       -0.606888         1.23551       -0.606863         1.23549        -0.60686
     19.18        0.933116       -0.187644         1.40703       -0.465975         1.62407       -0.220151         1.34308       -0.590447         1.25762       -0.611596         1.23979       -0.608153         1.23627       -0.607076         1.23562       -0.606889         1.23551       -0.606863         1.23549        -0.60686
     19.19        0.929948       -0.187749          1.4058       -0.466919         1.62262       -0.222472         1.34239       -0.590848          1.2574       -0.611657         1.23975       -0.608164         1.23627       -0.607078         1.23562       -0.606889         1.23551       -0.606863         1.23549        -0.60686
      19.2        0.926764       -0.187843         1.40457       -0.467857         1.62117       -0.224782         1.34169       -0.591245         1.25718       -0.611716          1.2397       -0.608175         1.23626        -0.60708         1.23561       -0.606889         1.23551       -0.606863         1.23549        -0.60686
     19.21        0.923563       -0.187925         1.40334       -0.468788         1.61972       -0.227081           1.341       -0.591639         1.25696       -0.611775         1.23965       -0.608185         1.23625       -0.607082         1.23561        -0.60689         1.23551       -0.606863         1.23549        -0.60686
     19.22        0.920346       -0.187997         1.40211       -0.469712         1.61827       -0.229369         1.34031        -0.59203         1.25674       -0.611833          1.2396       -0.608196         1.23624       -0.607084         1.23561        -0.60689         1.23551       -0.606863         1.23549        -0.60686
     19.23        0.917113       -0.188058         1.40089        -0.47063         1.61683       -0.231646         1.33963       -0.592417         1.25652        -0.61189         1.23956       -0.608206         1.23624       -0.607086         1.23561        -0.60689         1.23551       -0.606863         1.23549        -0.60686
     19.24        0.913862       -0.188109         1.39967       -0.471541         1.61539       -0.233912         1.33894       -0.592801         1.25631       -0.611947         1.23951       -0.608215         1.23623       -0.607088         1.23561       -0.606891         1.23551       -0.606863         1.23549        -0.60686
     19.25        0.910594       -0.188148         1.39844       -0.472446         1.61395       -0.236168         1.33826       -0.593182         1.25609       -0.612002         1.23946       -0.608225         1.23622        -0.60709         1.23561       -0.606891         1.23551       -0.606863         1.23549        -0.60686
     19.26        0.907308       -0.188176         1.39722       -0.473345         1.61251       -0.238412         1.33758       -0.593559         1.25587       -0.612057         1.23941       -0.608235         1.23621       -0.607091         1.23561       -0.606891         1.23551       -0.606863         1.23549        -0.60686
     19.27        0.904004       -0.188193           1.396       -0.474236         1.61108       -0.240646         1.33691       -0.593934         1.25566        -0.61211         1.23936       -0.608244         1.23621       -0.607093         1.23561       -0.606892         1.23551       -0.606863         1.23549        -0.60686
     19.28        0.900681       -0.188199         1.39478       -0.475122         1.60965        -0.24287         1.33623       -0.594305         1.25544       -0.612163         1.23932       -0.608253          1.2362       -0.607095         1.23561       -0.606892         1.23551       -0.606863         1.23549        -0.60686
     19.29        0.897339       -0.188194         1.39356       -0.476001         1.60822       -0.245082         1.33556       -0.594672         1.25523       -0.612215         1.23927       -0.608262         1.23619       -0.607097         1.23561       -0.606892         1.23551       -0.606863         1.23549        -0.60686
      19.3        0.893978       -0.188177         1.39234       -0.476874         1.60679       -0.247284         1.33489       -0.595037         1.25501       -0.612266         1.23922       -0.608271         1.23618       -0.607098         1.23561       -0.606893         1.23551       -0.606863         1.23549        -0.60686
     19.31        0.890598        -0.18815         1.39113        -0.47774         1.60537       -0.249475         1.33422       -0.595398          1.2548       -0.612316         1.23917       -0.608279         1.23617         -0.6071         1.23561       -0.606893         1.23551       -0.606864         1.23549        -0.60686
     19.32        0.887197       -0.188111         1.38991         -0.4786         1.60394       -0.251656         1.33355       -0.595756         1.25459       -0.612366         1.23912       -0.608288         1.23617       -0.607102          1.2356       -0.606893         1.23551       -0.606864         1.23549        -0.60686
     19.33        0.883776       -0.188061         1.38869       -0.479454         1.60253       -0.253826         1.33289       -0.596111         1.25437       -0.612414         1.23907       -0.608296         1.23616       -0.607103          1.2356       -0.606894         1.23551       -0.606864         1.23549        -0.60686
     19.34        0.880334          -0.188         1.38748       -0.480301         1.60111       -0.255986         1.33223       -0.596463         1.25416       -0.612462         1.23903       -0.608304         1.23615       -0.607105          1.2356       -0.606894         1.23551       -0.606864         1.23549        -0.60686
     19.35        0.876871       -0.187927         1.38627       -0.481142         1.59969       -0.258135         1.33157       -0.596811         1.25395       -0.612509         1.23898       -0.608312         1.23614       -0.607106          1.2356       -0.606894         1.23551       -0.606864         1.23549        -0.60686
     19.36        0.873386       -0.187843         1.38505       -0.481977         1.59828       -0.260274         1.33091       -0.597157         1.25374       -0.612555         1.23893        -0.60832         1.23613       -0.607108          1.2356       -0.606895          1.2355       -0.606864         1.23549        -0.60686
     19.37        0.869879       -0.187748         1.38384       -0.482805         1.59687       -0.262402         1.33026       -0.597499         1.25353         -0.6126         1.23888       -0.608327         1.23613       -0.607109          1.2356       -0.606895          1.2355       -0.606864         1.23549        -0.60686
     19.38        0.866349       -0.187641         1.38263       -0.483627         1.59547        -0.26452         1.32961       -0.597839         1.25332       -0.612645         1.23883       -0.608334         1.23612       -0.607111          1.2356       -0.606895          1.2355       -0.606864         1.23549        -0.60686
     19.39        0.862797       -0.187523         1.38142       -0.484443         1.59406       -0.266628         1.32896       -0.598175         1.25311       -0.612688         1.23878       -0.608342         1.23611       -0.607112          1.2356       -0.606895          1.2355       -0.606864         1.23549        -0.60686
      19.4         0.85922       -0.187393         1.38021       -0.485253         1.59266       -0.268725         1.32831       -0.598508         1.25291       -0.612731         1.23874       -0.608348          1.2361       -0.607114          1.2356       -0.606896          1.2355       -0.606864         1.23549        -0.60686
     19.41         0.85562       -0.187252           1.379       -0.486057         1.59126       -0.270812         1.32766       -0.598838          1.2527       -0.612773         1.23869       -0.608355         1.23609       -0.607115         1.23559       -0.606896          1.2355       -0.606864         1.23549        -0.60686
     19.42        0.851994       -0.187099         1.37779       -0.486854         1.58986       -0.272889         1.32702       -0.599165         1.25249       -0.612814         1.23864       -0.608362         1.23608       -0.607116         1.23559       -0.606896          1.2355       -0.606864         1.23549        -0.60686
     19.43        0.848344       -0.186934         1.37658       -0.487645         1.58847       -0.274956         1.32638       -0.599489         1.25229       -0.612855         1.23859       -0.608368         1.23608       -0.607118         1.23559       -0.606896          1.2355       -0.606864         1.23549        -0.60686
     19.44        0.844668       -0.186757         1.37537        -0.48843         1.58707       -0.277012         1.32574       -0.599811         1.25208       -0.612894         1.23854       -0.608374         1.23607       -0.607119         1.23559       -0.606897          1.2355       -0.606864         1.23549        -0.60686
     19.45        0.840966       -0.186569         1.37416       -0.489209         1.58568       -0.279059          1.3251       -0.600129         1.25188       -0.612933         1.23849       -0.608381         1.23606        -0.60712         1.23559       -0.606897          1.2355       -0.606864         1.23549        -0.60686
     19.46        0.837236       -0.186369         1.37296       -0.489982          1.5843       -0.281095         1.32447       -0.600444         1.25168       -0.612971         1.23845       -0.608386         1.23605       -0.607121         1.23559       -0.606897          1.2355       -0.606864         1.23549        -0.60686
     19.47         0.83348       -0.186156         1.37175       -0.490749         1.58291       -0.283122         1.32384       -0.600756         1.25148       -0.613009          1.2384       -0.608392         1.23604       -0.607122         1.23559       -0.606897          1.2355       -0.606864         1.23549        -0.60686
     19.48        0.829696       -0.185932         1.37054        -0.49151         1.58153       -0.285138         1.32321       -0.601065         1.25128       -0.613045         1.23835       -0.608398         1.23603       -0.607124         1.23559       -0.606898          1.2355       -0.606864         1.23549        -0.60686
     19.49        0.825882       -0.185696         1.36934       -0.492265         1.58015       -0.287144         1.32258       -0.601372         1.25108       -0.613081          1.2383       -0.608403         1.23602       -0.607125         1.23559       -0.606898          1.2355       -0.606864         1.23549        -0.60686
      19.5         0.82204       -0.185448         1.36813       -0.493014         1.57877       -0.289141         1.32196       -0.601675         1.25088       -0.613116         1.23826       -0.608408         1.23602       -0.607126         1.23558       -0.606898          1.2355       -0.606864         1.23549        -0.60686
     19.51        0.818168       -0.185187         1.36692       -0.493756          1.5774       -0.291128         1.32134       -0.601976         1.25068        -0.61315         1.23821       -0.608413         1.23601       -0.607127         1.23558       -0.606898          1.2355       -0.606864         1.23549        -0.60686
     19.52        0.814265       -0.184915         1.36572       -0.494493         1.57602       -0.293104         1.32072       -0.602274         1.25048       -0.613184         1.23816       -0.608418           1.236       -0.607128         1.23558       -0.606898          1.2355       -0.606864         1.23549        -0.60686
     19.53        0.810331       -0.184629         1.36451       -0.495224         1.57465       -0.295071          1.3201       -0.602569         1.25029       -0.613216         1.23811       -0.608423         1.23599       -0.607129         1.23558       -0.606899          1.2355       -0.606864         1.23549        -0.60686
     19.54        0.806365       -0.184332         1.36331       -0.495949         1.57329       -0.297028         1.31949       -0.602861         1.25009       -0.613248         1.23807       -0.608427         1.23598        -0.60713         1.23558       -0.606899          1.2355       -0.606865         1.23549        -0.60686
     19.55        0.802366       -0.184022          1.3621       -0.496667         1.57192       -0.298976         1.31887        -0.60315          1.2499        -0.61328         1.23802       -0.608431         1.23597       -0.607131         1.23558       -0.606899          1.2355       -0.606865         1.23549        -0.60686
     19.56        0.798334         -0.1837         1.36089        -0.49738         1.57056       -0.300913         1.31826       -0.603436          1.2497        -0.61331         1.23797       -0.608436         1.23596       -0.607131         1.23558       -0.606899          1.2355       -0.606865         1.23549        -0.60686
     19.57        0.794268       -0.183365         1.35969       -0.498087          1.5692       -0.302841         1.31766        -0.60372         1.24951        -0.61334         1.23792        -0.60844         1.23595       -0.607132         1.23558       -0.606899          1.2355       -0.606865         1.23549        -0.60686
     19.58        0.790167       -0.183017         1.35848       -0.498788         1.56784       -0.304759         1.31705       -0.604001         1.24932       -0.613369         1.23788       -0.608443         1.23594       -0.607133         1.23557         -0.6069          1.2355       -0.606865         1.23549        -0.60686
     19.59         0.78603       -0.182656         1.35728       -0.499484         1.56648       -0.306668         1.31645       -0.604279         1.24913       -0.613397         1.23783       -0.608447         1.23594       -0.607134         1.23557         -0.6069          1.2355       -0.606865         1.23549        -0.60686
      19.6        0.781856       -0.182283         1.35607       -0.500173         1.56513       -0.308567         1.31585       -0.604554         1.24894       -0.613425         1.23778       -0.608451         1.23593       -0.607135         1.23557         -0.6069          1.2355       -0.606865         1.23549        -0.60686
     19.61        0.777645       -0.181896         1.35486       -0.500857         1.56378       -0.310457         1.31525       -0.604827         1.24875       -0.613452         1.23774       -0.608454         1.23592       -0.607135         1.23557         -0.6069          1.2355       -0.606865         1.23549        -0.60686
     19.62        0.773395       -0.181497         1.35365       -0.501534         1.56243       -0.312337         1.31465       -0.605097         1.24856       -0.613478         1.23769       -0.608457         1.23591       -0.607136         1.23557         -0.6069          1.2355       -0.606865         1.23549        -0.60686
     19.63        0.769107       -0.181084         1.35245       -0.502206         1.56109       -0.314207         1.31406       -0.605364         1.24837       -0.613504         1.23765        -0.60846          1.2359       -0.607137         1.23557         -0.6069          1.2355       -0.606865         1.23549        -0.60686
     19.64        0.764778       -0.180659         1.35124       -0.502872         1.55974       -0.316068         1.31347       -0.605629         1.24819       -0.613529          1.2376       -0.608463         1.23589       -0.607137         1.23557       -0.606901          1.2355       -0.606865         1.23549        -0.60686
     19.65        0.760407       -0.180219         1.35003       -0.503532          1.5584        -0.31792         1.31288       -0.605891           1.248       -0.613553         1.23755       -0.608466         1.23588       -0.607138         1.23556       -0.606901          1.2355       -0.606865         1.23549        -0.60686
     19.66        0.755995       -0.179767         1.34882       -0.504187         1.55706       -0.319762         1.31229        -0.60615         1.24782       -0.613577         1.23751       -0.608468         1.23587       -0.607138         1.23556       -0.606901          1.2355       -0.606865         1.23549        -0.60686
     19.67        0.751539       -0.179301         1.34761       -0.504835         1.55573       -0.321595         1.31171       -0.606407         1.24764       -0.613599         1.23746       -0.608471         1.23586       -0.607139         1.23556       -0.606901          1.2355       -0.606865         1.23549        -0.60686
     19.68        0.747039       -0.178821          1.3464       -0.505478          1.5544       -0.323418         1.31113       -0.606661         1.24745       -0.613622         1.23742       -0.608473         1.23586       -0.607139         1.23556       -0.606901          1.2355       -0.606865         1.23549        -0.60686
     19.69        0.742494       -0.178327         1.34519       -0.506116         1.55306       -0.325232         1.31055       -0.606912         1.24727       -0.613643         1.23737       -0.608475         1.23585        -0.60714         1.23556       -0.606901          1.2355       -0.606865         1.23549        -0.60686
      19.7        0.737902        -0.17782         1.34397       -0.506747         1.55174       -0.327037         1.30997       -0.607161         1.24709       -0.613664         1.23733       -0.608477         1.23584        -0.60714         1.23556       -0.606901          1.2355       -0.606865         1.23549        -0.60686
     19.71        0.733263       -0.177298         1.34276       -0.507373         1.55041       -0.328833          1.3094       -0.607407         1.24692       -0.613684         1.23728       -0.608478         1.23583       -0.607141         1.23556       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.72        0.728575       -0.176762         1.34154       -0.507993         1.54909        -0.33062         1.30883        -0.60765         1.24674       -0.613704         1.23724        -0.60848         1.23582       -0.607141         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.73        0.723836       -0.176212         1.34033       -0.508607         1.54776       -0.332397         1.30826       -0.607892         1.24656       -0.613723          1.2372       -0.608482         1.23581       -0.607141         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.74        0.719047       -0.175648         1.33911       -0.509216         1.54645       -0.334165         1.30769        -0.60813         1.24639       -0.613741         1.23715       -0.608483          1.2358       -0.607142         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.75        0.714205       -0.175069         1.33789       -0.509819         1.54513       -0.335924         1.30712       -0.608366         1.24621       -0.613759         1.23711       -0.608484         1.23579       -0.607142         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.76        0.709308       -0.174476         1.33667       -0.510416         1.54382       -0.337675         1.30656         -0.6086         1.24604       -0.613776         1.23706       -0.608485         1.23578       -0.607142         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.77        0.704357       -0.173867         1.33545       -0.511008          1.5425       -0.339416           1.306       -0.608831         1.24586       -0.613792         1.23702       -0.608486         1.23578       -0.607142         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.78        0.699348       -0.173244         1.33423       -0.511594         1.54119       -0.341148         1.30544       -0.609059         1.24569       -0.613808         1.23698       -0.608487         1.23577       -0.607143         1.23555       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.79        0.694282       -0.172606           1.333       -0.512174         1.53989       -0.342871         1.30489       -0.609285         1.24552       -0.613823         1.23694       -0.608487         1.23576       -0.607143         1.23554       -0.606902          1.2355       -0.606865         1.23549        -0.60686
      19.8        0.689155       -0.171952         1.33177       -0.512749         1.53858       -0.344585         1.30434       -0.609509         1.24535       -0.613838         1.23689       -0.608487         1.23575       -0.607143         1.23554       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.81        0.683967       -0.171283         1.33054       -0.513318         1.53728        -0.34629         1.30379        -0.60973         1.24518       -0.613852         1.23685       -0.608488         1.23574       -0.607143         1.23554       -0.606902          1.2355       -0.606865         1.23549        -0.60686
     19.82        0.678716       -0.170598         1.32931       -0.513881         1.53598       -0.347987         1.30324       -0.609949         1.24502       -0.613865         1.23681       -0.608488         1.23573       -0.607143         1.23554       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.83        0.673401       -0.169898         1.32808       -0.514439         1.53469       -0.349674         1.30269       -0.610165         1.24485       -0.613878         1.23677       -0.608488         1.23572       -0.607143         1.23554       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.84        0.668019       -0.169182         1.32684       -0.514991         1.53339       -0.351353         1.30215       -0.610379         1.24469        -0.61389         1.23673       -0.608488         1.23571       -0.607143         1.23554       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.85        0.662569       -0.168449          1.3256       -0.515538          1.5321       -0.353023         1.30161       -0.610591         1.24452       -0.613902         1.23668       -0.608487         1.23571       -0.607143         1.23554       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.86        0.657048         -0.1677         1.32436       -0.516079         1.53081       -0.354684         1.30107         -0.6108         1.24436       -0.613913         1.23664       -0.608487          1.2357       -0.607143         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.87        0.651456       -0.166935         1.32312       -0.516615         1.52952       -0.356337         1.30053       -0.611007          1.2442       -0.613923          1.2366       -0.608486         1.23569       -0.607143         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.88        0.645789       -0.166153         1.32187       -0.517145         1.52824       -0.357981             1.3       -0.611212         1.24404       -0.613933         1.23656       -0.608486         1.23568       -0.607143         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.89        0.640047       -0.165354         1.32062       -0.517669         1.52695       -0.359616         1.29947       -0.611414         1.24388       -0.613942         1.23652       -0.608485         1.23567       -0.607143         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
      19.9        0.634226       -0.164538         1.31937       -0.518188         1.52567       -0.361242         1.29894       -0.611614         1.24372       -0.613951         1.23648       -0.608484         1.23566       -0.607143         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.91        0.628325       -0.163704         1.31812       -0.518701         1.52439        -0.36286         1.29841       -0.611812         1.24356        -0.61396         1.23644       -0.608483         1.23565       -0.607143         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.92        0.622341       -0.162853         1.31686       -0.519209         1.52312        -0.36447         1.29789       -0.612007          1.2434       -0.613967          1.2364       -0.608482         1.23565       -0.607142         1.23553       -0.606903          1.2355       -0.606865         1.23549        -0.60686
     19.93        0.616273       -0.161985         1.31559       -0.519711         1.52185       -0.366071         1.29737         -0.6122         1.24325       -0.613974         1.23636        -0.60848         1.23564       -0.607142         1.23552       -0.606903          1.2355       -0.606866         1.23549        -0.60686
     19.94        0.610117       -0.161098         1.31433       -0.520208         1.52057       -0.367663         1.29685       -0.612391         1.24309       -0.613981         1.23632       -0.608479         1.23563       -0.607142         1.23552       -0.606903          1.2355       -0.606866         1.23549        -0.60686
     19.95        0.603871       -0.160193         1.31306       -0.520699         1.51931       -0.369247         1.29633        -0.61258         1.24294       -0.613987         1.23628       -0.608477         1.23562       -0.607141         1.23552       -0.606903          1.2355       -0.606866         1.23549        -0.60686
     19.96        0.597533       -0.159269         1.31178       -0.521185         1.51804       -0.370822         1.29581       -0.612766         1.24279       -0.613993         1.23625       -0.608476         1.23561       -0.607141         1.23552       -0.606903          1.2355       -0.606866         1.23549        -0.60686
     19.97        0.591099       -0.158327         1.31051       -0.521665         1.51678       -0.372389          1.2953        -0.61295         1.24264       -0.613998         1.23621       -0.608474          1.2356       -0.607141         1.23552       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     19.98        0.584568       -0.157366         1.30922       -0.522139         1.51551       -0.373948         1.29479       -0.613133         1.24249       -0.614002         1.23617       -0.608472          1.2356        -0.60714         1.23552       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     19.99        0.577935       -0.156385         1.30794       -0.522608         1.51426       -0.375499         1.29428       -0.613312         1.24234       -0.614006         1.23613        -0.60847         1.23559        -0.60714         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
        20        0.571199       -0.155384         1.30664       -0.523071           1.513       -0.377041         1.29378        -0.61349         1.24219        -0.61401          1.2361       -0.608468         1.23558        -0.60714         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.01        0.564356       -0.154364         1.30535       -0.523529         1.51174       -0.378574         1.29327       -0.613666         1.24205       -0.614013         1.23606       -0.608465         1.23557       -0.607139         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.02        0.557403       -0.153323         1.30404       -0.523982         1.51049         -0.3801         1.29277       -0.613839          1.2419       -0.614015         1.23602       -0.608463         1.23556       -0.607139         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.03        0.550336       -0.152262         1.30274       -0.524428         1.50924       -0.381617         1.29228        -0.61401         1.24176       -0.614018         1.23599        -0.60846         1.23556       -0.607138         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.04        0.543152        -0.15118         1.30142        -0.52487         1.50799       -0.383126         1.29178       -0.614179         1.24161       -0.614019         1.23595       -0.608458         1.23555       -0.607138         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.05        0.535848       -0.150077          1.3001       -0.525305         1.50675       -0.384627         1.29129       -0.614347         1.24147        -0.61402         1.23591       -0.608455         1.23554       -0.607137         1.23551       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.06         0.52842       -0.148952         1.29878       -0.525735          1.5055        -0.38612         1.29079       -0.614512         1.24133       -0.614021         1.23588       -0.608452         1.23553       -0.607137          1.2355       -0.606903         1.23549       -0.606866         1.23549        -0.60686
     20.07        0.520864       -0.147805         1.29745        -0.52616         1.50426       -0.387604         1.29031       -0.614674         1.24119       -0.614021         1.23584       -0.608449         1.23552       -0.607136          1.2355       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.08        0.513176       -0.146636         1.29611       -0.526579         1.50302       -0.389081         1.28982       -0.614835         1.24105       -0.614021         1.23581       -0.608446         1.23552       -0.607135          1.2355       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.09        0.505352       -0.145444         1.29476       -0.526992         1.50179       -0.390549         1.28933       -0.614994         1.24091        -0.61402         1.23577       -0.608443         1.23551       -0.607135          1.2355       -0.606902         1.23549       -0.606866         1.23549        -0.60686
      20.1        0.497388       -0.144229         1.29341         -0.5274         1.50055        -0.39201         1.28885       -0.615151         1.24077       -0.614019         1.23574       -0.608439          1.2355       -0.607134          1.2355       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.11        0.489279       -0.142991         1.29205       -0.527802         1.49932       -0.393462         1.28837       -0.615306         1.24064       -0.614017          1.2357       -0.608436         1.23549       -0.607133          1.2355       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.12        0.481021       -0.141728         1.29068       -0.528199         1.49809       -0.394907         1.28789       -0.615458          1.2405       -0.614015         1.23567       -0.608432         1.23549       -0.607133          1.2355       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.13        0.472609       -0.140441         1.28931        -0.52859         1.49686       -0.396344         1.28742       -0.615609         1.24037       -0.614012         1.23564       -0.608429         1.23548       -0.607132         1.23549       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.14        0.464038        -0.13913         1.28793       -0.528975         1.49564       -0.397772         1.28695       -0.615758         1.24024       -0.614009          1.2356       -0.608425         1.23547       -0.607131         1.23549       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.15        0.455304       -0.137793         1.28653       -0.529355         1.49441       -0.399193         1.28648       -0.615905         1.24011       -0.614006         1.23557       -0.608421         1.23546        -0.60713         1.23549       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.16          0.4464        -0.13643         1.28513       -0.529729         1.49319       -0.400606         1.28601        -0.61605         1.23998       -0.614002         1.23554       -0.608417         1.23546       -0.607129         1.23549       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.17        0.437321       -0.135041         1.28372       -0.530097         1.49197       -0.402011         1.28554       -0.616193         1.23985       -0.613998         1.23551       -0.608413         1.23545       -0.607129         1.23549       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.18        0.428062       -0.133625          1.2823       -0.530459         1.49076       -0.403408         1.28508       -0.616334         1.23972       -0.613993         1.23547       -0.608409         1.23544       -0.607128         1.23549       -0.606902         1.23549       -0.606866         1.23549        -0.60686
     20.19        0.418616       -0.132182         1.28087       -0.530816         1.48954       -0.404798         1.28462       -0.616473         1.23959       -0.613988         1.23544       -0.608405         1.23543       -0.607127         1.23549       -0.606901         1.23549       -0.606866         1.23549        -0.60686
      20.2        0.408978       -0.130711         1.27943       -0.531168         1.48833        -0.40618         1.28416        -0.61661         1.23947       -0.613982         1.23541         -0.6084         1.23543       -0.607126         1.23548       -0.606901         1.23549       -0.606866         1.23549        -0.60686
