18 November 2018 01:39:16 PM

ODE_PRB
  C++ version
  Test the ODE library.

TEST01
  ODE solves a system of ordinary differential
  equations.

      T              v1              w1              v2              w2              v3              w3              v4              w4              v5              w5              v6              w6              v7              w7              v8              w8              v9              w9              v10              w10              
      18.5         1.03647       -0.186894         1.31252       -0.581295         1.20847       -0.608639         1.24219       -0.606939         1.23399       -0.606783         1.23525       -0.606845         1.23546       -0.606764         1.23488       -0.606495         1.23126       -0.606609         1.21578       -0.623902
     18.51         1.03436       -0.187347         1.31243        -0.58162         1.20858       -0.608544         1.24216       -0.606961         1.23399       -0.606778         1.23525       -0.606844         1.23547       -0.606765         1.23489       -0.606494         1.23127       -0.606596         1.21576       -0.623792
     18.52         1.03224       -0.187791         1.31234       -0.581943         1.20869        -0.60845         1.24214       -0.606983         1.23399       -0.606774         1.23525       -0.606844         1.23547       -0.606765         1.23489       -0.606493         1.23128       -0.606583          1.2156       -0.623681
     18.53         1.03013       -0.188227         1.31225       -0.582265          1.2088       -0.608357         1.24211       -0.607005         1.23399       -0.606769         1.23525       -0.606843         1.23547       -0.606765          1.2349       -0.606492         1.23129       -0.606569         1.21542       -0.623571
     18.54         1.02801       -0.188655         1.31215       -0.582586         1.20892       -0.608264         1.24209       -0.607027           1.234       -0.606764         1.23525       -0.606842         1.23547       -0.606765         1.23491       -0.606491          1.2313       -0.606556         1.21555        -0.62346
     18.55         1.02589       -0.189074         1.31206       -0.582906         1.20903       -0.608172         1.24206       -0.607048           1.234       -0.606759         1.23525       -0.606841         1.23547       -0.606765         1.23491        -0.60649          1.2313       -0.606543         1.21527       -0.623349
     18.56         1.02376       -0.189485         1.31197       -0.583224         1.20915       -0.608081         1.24204       -0.607069           1.234       -0.606755         1.23525       -0.606841         1.23548       -0.606766         1.23492       -0.606489         1.23131        -0.60653         1.21519       -0.623239
     18.57         1.02164       -0.189889         1.31188       -0.583542         1.20926        -0.60799         1.24201       -0.607091         1.23401        -0.60675         1.23525        -0.60684         1.23548       -0.606766         1.23492       -0.606488         1.23132       -0.606517          1.2151       -0.623128
     18.58         1.01951       -0.190284         1.31179       -0.583858         1.20938         -0.6079         1.24198       -0.607112         1.23401       -0.606745         1.23525       -0.606839         1.23548       -0.606766         1.23493       -0.606487         1.23133       -0.606504          1.2149       -0.623017
     18.59         1.01738       -0.190671          1.3117       -0.584173          1.2095       -0.607811         1.24195       -0.607132         1.23401       -0.606741         1.23525       -0.606838         1.23548       -0.606766         1.23494       -0.606486         1.23134       -0.606491         1.21496       -0.622906
      18.6         1.01524       -0.191049          1.3116       -0.584487         1.20962       -0.607722         1.24192       -0.607153         1.23402       -0.606736         1.23525       -0.606838         1.23548       -0.606767         1.23494       -0.606485         1.23135       -0.606478         1.21479       -0.622795
     18.61         1.01311        -0.19142         1.31151         -0.5848         1.20975       -0.607634         1.24189       -0.607174         1.23402       -0.606732         1.23525       -0.606837         1.23549       -0.606767         1.23495       -0.606484         1.23136       -0.606465         1.21469       -0.622684
     18.62         1.01097       -0.191782         1.31142       -0.585111         1.20987       -0.607546         1.24186       -0.607194         1.23403       -0.606727         1.23525       -0.606836         1.23549       -0.606767         1.23495       -0.606484         1.23136       -0.606453         1.21459       -0.622573
     18.63         1.00883       -0.192137         1.31133       -0.585422         1.20999       -0.607459         1.24183       -0.607215         1.23403       -0.606723         1.23525       -0.606835         1.23549       -0.606767         1.23496       -0.606483         1.23137        -0.60644         1.21455       -0.622462
     18.64         1.00669       -0.192483         1.31124       -0.585731         1.21012       -0.607373          1.2418       -0.607235         1.23404       -0.606718         1.23525       -0.606835         1.23549       -0.606768         1.23496       -0.606482         1.23138       -0.606428         1.21435       -0.622351
     18.65         1.00455       -0.192822         1.31115        -0.58604         1.21025       -0.607287         1.24177       -0.607255         1.23404       -0.606714         1.23525       -0.606834         1.23549       -0.606768         1.23497       -0.606481         1.23139       -0.606415         1.21421        -0.62224
     18.66          1.0024       -0.193152         1.31106       -0.586347         1.21037       -0.607202         1.24174       -0.607274         1.23405       -0.606709         1.23525       -0.606833         1.23549       -0.606768         1.23498       -0.606481          1.2314       -0.606403         1.21429       -0.622128
     18.67         1.00025       -0.193474         1.31097       -0.586653          1.2105       -0.607118         1.24171       -0.607294         1.23405       -0.606705         1.23525       -0.606832          1.2355       -0.606768         1.23498        -0.60648          1.2314        -0.60639         1.21402       -0.622017
     18.68        0.998097       -0.193788         1.31089       -0.586958         1.21063       -0.607034         1.24167       -0.607314         1.23406       -0.606701         1.23525       -0.606832          1.2355       -0.606769         1.23499       -0.606479         1.23141       -0.606378         1.21393       -0.621906
     18.69        0.995942       -0.194095          1.3108       -0.587262         1.21076       -0.606951         1.24164       -0.607333         1.23406       -0.606696         1.23525       -0.606831          1.2355       -0.606769         1.23499       -0.606479         1.23142       -0.606366         1.21382       -0.621794
      18.7        0.993785       -0.194393         1.31071       -0.587564         1.21089       -0.606869          1.2416       -0.607352         1.23407       -0.606692         1.23525        -0.60683          1.2355       -0.606769           1.235       -0.606478         1.23143       -0.606353         1.21371       -0.621683
     18.71        0.991625       -0.194683         1.31062       -0.587866         1.21103       -0.606787         1.24157       -0.607371         1.23407       -0.606688         1.23525        -0.60683          1.2355       -0.606769           1.235       -0.606478         1.23143       -0.606341         1.21362       -0.621571
     18.72        0.989463       -0.194965         1.31054       -0.588167         1.21116       -0.606706         1.24154        -0.60739         1.23408       -0.606683         1.23525       -0.606829          1.2355        -0.60677         1.23501       -0.606477         1.23144       -0.606329         1.21348        -0.62146
     18.73        0.987297        -0.19524         1.31045       -0.588466         1.21129       -0.606626          1.2415       -0.607409         1.23409       -0.606679         1.23525       -0.606828         1.23551        -0.60677         1.23501       -0.606476         1.23145       -0.606317         1.21345       -0.621348
     18.74         0.98513       -0.195506         1.31037       -0.588764         1.21143       -0.606546         1.24146       -0.607427         1.23409       -0.606675         1.23525       -0.606828         1.23551        -0.60677         1.23502       -0.606476         1.23145       -0.606305         1.21332       -0.621236
     18.75        0.982959       -0.195764         1.31028       -0.589062         1.21156       -0.606467         1.24143       -0.607445          1.2341       -0.606671         1.23526       -0.606827         1.23551       -0.606771         1.23502       -0.606475         1.23146       -0.606293         1.21319       -0.621124
     18.76        0.980786       -0.196015          1.3102       -0.589358          1.2117       -0.606389         1.24139       -0.607464         1.23411       -0.606667         1.23526       -0.606826         1.23551       -0.606771         1.23503       -0.606475         1.23147       -0.606281         1.21312       -0.621013
     18.77        0.978609       -0.196258         1.31012       -0.589653         1.21183       -0.606311         1.24136       -0.607482         1.23411       -0.606663         1.23526       -0.606825         1.23551       -0.606771         1.23503       -0.606474         1.23147       -0.606269         1.21305       -0.620901
     18.78         0.97643       -0.196492         1.31003       -0.589947         1.21197       -0.606234         1.24132       -0.607499         1.23412       -0.606659         1.23526       -0.606825         1.23551       -0.606772         1.23504       -0.606474         1.23148       -0.606258         1.21286       -0.620789
     18.79        0.974249       -0.196719         1.30995        -0.59024         1.21211       -0.606158         1.24128       -0.607517         1.23413       -0.606655         1.23526       -0.606824         1.23551       -0.606772         1.23504       -0.606473         1.23148       -0.606246         1.21277       -0.620677
      18.8        0.972064       -0.196938         1.30987       -0.590532         1.21224       -0.606082         1.24124       -0.607534         1.23413       -0.606651         1.23526       -0.606823         1.23552       -0.606772         1.23505       -0.606473         1.23149       -0.606234         1.21264       -0.620564
     18.81        0.969876       -0.197149         1.30979       -0.590823         1.21238       -0.606007          1.2412       -0.607552         1.23414       -0.606647         1.23526       -0.606823         1.23552       -0.606773         1.23505       -0.606472          1.2315       -0.606223          1.2125       -0.620452
     18.82        0.967686       -0.197353         1.30971       -0.591113         1.21252       -0.605932         1.24117       -0.607569         1.23415       -0.606643         1.23526       -0.606822         1.23552       -0.606773         1.23506       -0.606472          1.2315       -0.606211         1.21251        -0.62034
     18.83        0.965492       -0.197548         1.30964       -0.591402         1.21266       -0.605859         1.24113       -0.607586         1.23416       -0.606639         1.23526       -0.606822         1.23552       -0.606773         1.23506       -0.606472         1.23151       -0.606199         1.21235       -0.620228
     18.84        0.963296       -0.197736         1.30956        -0.59169          1.2128       -0.605786         1.24109       -0.607603         1.23416       -0.606635         1.23526       -0.606821         1.23552       -0.606774         1.23507       -0.606471         1.23151       -0.606188         1.21218       -0.620115
     18.85        0.961096       -0.197915         1.30948       -0.591977         1.21294       -0.605713         1.24105       -0.607619         1.23417       -0.606631         1.23526        -0.60682         1.23552       -0.606774         1.23507       -0.606471         1.23152       -0.606177         1.21213       -0.620003
     18.86        0.958893       -0.198087         1.30941       -0.592263         1.21308       -0.605641         1.24101       -0.607636         1.23418       -0.606628         1.23527        -0.60682         1.23552       -0.606774         1.23508       -0.606471         1.23152       -0.606165         1.21201        -0.61989
     18.87        0.956687       -0.198252         1.30934       -0.592548         1.21322        -0.60557         1.24097       -0.607652         1.23419       -0.606624         1.23527       -0.606819         1.23553       -0.606775         1.23508        -0.60647         1.23153       -0.606154         1.21182       -0.619778
     18.88        0.954478       -0.198408         1.30926       -0.592831         1.21336         -0.6055         1.24093       -0.607668          1.2342        -0.60662         1.23527       -0.606818         1.23553       -0.606775         1.23509        -0.60647         1.23153       -0.606143         1.21175       -0.619665
     18.89        0.952266       -0.198557         1.30919       -0.593114          1.2135        -0.60543         1.24089       -0.607684          1.2342       -0.606617         1.23527       -0.606818         1.23553       -0.606775         1.23509        -0.60647         1.23154       -0.606131         1.21168       -0.619552
      18.9         0.95005       -0.198697         1.30912       -0.593396         1.21364       -0.605361         1.24085       -0.607699         1.23421       -0.606613         1.23527       -0.606817         1.23553       -0.606776         1.23509       -0.606469         1.23154        -0.60612         1.21155       -0.619439
     18.91        0.947831        -0.19883         1.30905       -0.593677         1.21378       -0.605292          1.2408       -0.607715         1.23422       -0.606609         1.23527       -0.606816         1.23553       -0.606776          1.2351       -0.606469         1.23155       -0.606109         1.21143       -0.619326
     18.92        0.945609       -0.198956         1.30898       -0.593957         1.21392       -0.605224         1.24076        -0.60773         1.23423       -0.606606         1.23527       -0.606816         1.23553       -0.606776          1.2351       -0.606469         1.23155       -0.606098         1.21137       -0.619213
     18.93        0.943383       -0.199073         1.30891       -0.594236         1.21406       -0.605157         1.24072       -0.607746         1.23424       -0.606602         1.23527       -0.606815         1.23553       -0.606777         1.23511       -0.606469         1.23156       -0.606087         1.21122         -0.6191
     18.94        0.941154       -0.199183         1.30885       -0.594514          1.2142       -0.605091         1.24068       -0.607761         1.23425       -0.606599         1.23527       -0.606815         1.23553       -0.606777         1.23511       -0.606468         1.23156       -0.606076         1.21104       -0.618987
     18.95        0.938921       -0.199285         1.30878       -0.594791         1.21435       -0.605025         1.24064       -0.607775         1.23426       -0.606596         1.23528       -0.606814         1.23554       -0.606778         1.23512       -0.606468         1.23156       -0.606065         1.21099       -0.618874
     18.96        0.936685        -0.19938         1.30872       -0.595067         1.21449        -0.60496         1.24059        -0.60779         1.23427       -0.606592         1.23528       -0.606814         1.23554       -0.606778         1.23512       -0.606468         1.23157       -0.606054         1.21091        -0.61876
     18.97        0.934445       -0.199467         1.30865       -0.595342         1.21463       -0.604895         1.24055       -0.607804         1.23428       -0.606589         1.23528       -0.606813         1.23554       -0.606778         1.23512       -0.606468         1.23157       -0.606043         1.21068       -0.618647
     18.98        0.932202       -0.199546         1.30859       -0.595616         1.21477       -0.604831         1.24051       -0.607819         1.23429       -0.606586         1.23528       -0.606812         1.23554       -0.606779         1.23513       -0.606468         1.23157       -0.606032         1.21064       -0.618533
     18.99        0.929955       -0.199617         1.30853       -0.595889         1.21491       -0.604768         1.24047       -0.607833         1.23429       -0.606582         1.23528       -0.606812         1.23554       -0.606779         1.23513       -0.606468         1.23158       -0.606021         1.21054        -0.61842
        19        0.927704       -0.199681         1.30847       -0.596161         1.21505       -0.604705         1.24042       -0.607847          1.2343       -0.606579         1.23528       -0.606811         1.23554        -0.60678         1.23514       -0.606467         1.23158        -0.60601         1.21041       -0.618306
     19.01         0.92545       -0.199737         1.30841       -0.596433         1.21519       -0.604643         1.24038        -0.60786         1.23431       -0.606576         1.23528       -0.606811         1.23554        -0.60678         1.23514       -0.606467         1.23158          -0.606         1.21026       -0.618192
     19.02        0.923191       -0.199785         1.30836       -0.596703         1.21534       -0.604581         1.24034       -0.607874         1.23432       -0.606573         1.23528        -0.60681         1.23554        -0.60678         1.23514       -0.606467         1.23159       -0.605989         1.21009       -0.618079
     19.03        0.920929       -0.199826          1.3083       -0.596973         1.21548       -0.604521         1.24029       -0.607887         1.23433        -0.60657         1.23529        -0.60681         1.23554       -0.606781         1.23515       -0.606467         1.23159       -0.605978         1.21004       -0.617965
     19.04        0.918663       -0.199859         1.30825       -0.597241         1.21562       -0.604461         1.24025         -0.6079         1.23434       -0.606567         1.23529       -0.606809         1.23555       -0.606781         1.23515       -0.606467         1.23159       -0.605968         1.20987       -0.617851
     19.05        0.916393       -0.199884         1.30819       -0.597509         1.21576       -0.604401          1.2402       -0.607913         1.23435       -0.606564         1.23529       -0.606809         1.23555       -0.606781         1.23515       -0.606467          1.2316       -0.605957         1.20981       -0.617736
     19.06        0.914118       -0.199902         1.30814       -0.597776          1.2159       -0.604342         1.24016       -0.607926         1.23436       -0.606561         1.23529       -0.606808         1.23555       -0.606782         1.23516       -0.606467          1.2316       -0.605947         1.20969       -0.617622
     19.07         0.91184       -0.199912         1.30809       -0.598042         1.21604       -0.604284         1.24012       -0.607939         1.23437       -0.606558         1.23529       -0.606807         1.23555       -0.606782         1.23516       -0.606467          1.2316       -0.605936          1.2096       -0.617508
     19.08        0.909558       -0.199915         1.30804       -0.598307         1.21618       -0.604226         1.24007       -0.607951         1.23438       -0.606555         1.23529       -0.606807         1.23555       -0.606783         1.23517       -0.606467          1.2316       -0.605926         1.20947       -0.617393
     19.09        0.907271        -0.19991         1.30799       -0.598571         1.21632       -0.604169         1.24003       -0.607964         1.23439       -0.606552          1.2353       -0.606806         1.23555       -0.606783         1.23517       -0.606467          1.2316       -0.605915         1.20936       -0.617279
      19.1         0.90498       -0.199897         1.30795       -0.598834         1.21646       -0.604113         1.23998       -0.607976         1.23441       -0.606549          1.2353       -0.606806         1.23555       -0.606784         1.23517       -0.606467         1.23161       -0.605905         1.20918       -0.617164
     19.11        0.902685       -0.199877          1.3079       -0.599097          1.2166       -0.604057         1.23994       -0.607988         1.23442       -0.606546          1.2353       -0.606805         1.23555       -0.606784         1.23518       -0.606467         1.23161       -0.605894         1.20901        -0.61705
     19.12        0.900385       -0.199849         1.30786       -0.599359         1.21673       -0.604002         1.23989       -0.607999         1.23443       -0.606544          1.2353       -0.606805         1.23555       -0.606784         1.23518       -0.606467         1.23161       -0.605884          1.2089       -0.616935
     19.13        0.898081       -0.199814         1.30781       -0.599619         1.21687       -0.603947         1.23985       -0.608011         1.23444       -0.606541          1.2353       -0.606805         1.23555       -0.606785         1.23518       -0.606467         1.23161       -0.605874         1.20883        -0.61682
     19.14        0.895772       -0.199771         1.30777       -0.599879         1.21701       -0.603893         1.23981       -0.608022         1.23445       -0.606538          1.2353       -0.606804         1.23555       -0.606785         1.23519       -0.606467         1.23161       -0.605863         1.20867       -0.616705
     19.15        0.893459        -0.19972         1.30773       -0.600138         1.21715        -0.60384         1.23976       -0.608034         1.23446       -0.606536         1.23531       -0.606804         1.23555       -0.606786         1.23519       -0.606467         1.23161       -0.605853         1.20854        -0.61659
     19.16        0.891141       -0.199662         1.30769       -0.600397         1.21729       -0.603787         1.23972       -0.608045         1.23447       -0.606533         1.23531       -0.606803         1.23556       -0.606786         1.23519       -0.606467         1.23161       -0.605843         1.20841       -0.616475
     19.17        0.888818       -0.199596         1.30766       -0.600654         1.21742       -0.603735         1.23967       -0.608055         1.23448       -0.606531         1.23531       -0.606803         1.23556       -0.606786         1.23519       -0.606467         1.23162       -0.605833         1.20826       -0.616359
     19.18         0.88649       -0.199523         1.30762       -0.600911         1.21756       -0.603683         1.23963       -0.608066         1.23449       -0.606528         1.23531       -0.606802         1.23556       -0.606787          1.2352       -0.606467         1.23162       -0.605823         1.20816       -0.616244
     19.19        0.884158       -0.199442         1.30759       -0.601167         1.21769       -0.603632         1.23958       -0.608077          1.2345       -0.606526         1.23531       -0.606802         1.23556       -0.606787          1.2352       -0.606467         1.23162       -0.605813         1.20811       -0.616128
      19.2        0.881821       -0.199354         1.30755       -0.601422         1.21783       -0.603582         1.23954       -0.608087         1.23451       -0.606523         1.23531       -0.606801         1.23556       -0.606788          1.2352       -0.606467         1.23162       -0.605802         1.20789       -0.616012
     19.21        0.879478       -0.199258         1.30752       -0.601676         1.21797       -0.603532         1.23949       -0.608097         1.23452       -0.606521         1.23532       -0.606801         1.23556       -0.606788         1.23521       -0.606467         1.23162       -0.605792         1.20782       -0.615897
     19.22        0.877131       -0.199154         1.30749        -0.60193          1.2181       -0.603483         1.23945       -0.608107         1.23454       -0.606519         1.23532       -0.606801         1.23556       -0.606789         1.23521       -0.606467         1.23162       -0.605782         1.20772       -0.615781
     19.23        0.874778       -0.199043         1.30746       -0.602183         1.21823       -0.603434          1.2394       -0.608117         1.23455       -0.606517         1.23532         -0.6068         1.23556       -0.606789         1.23521       -0.606468         1.23162       -0.605772         1.20759       -0.615665
     19.24         0.87242       -0.198924         1.30744       -0.602435         1.21837       -0.603386         1.23936       -0.608126         1.23456       -0.606514         1.23532         -0.6068         1.23556       -0.606789         1.23521       -0.606468         1.23162       -0.605762         1.20746       -0.615549
     19.25        0.870057       -0.198798         1.30741       -0.602686          1.2185       -0.603338         1.23931       -0.608136         1.23457       -0.606512         1.23532       -0.606799         1.23556        -0.60679         1.23522       -0.606468         1.23162       -0.605752         1.20727       -0.615432
     19.26        0.867688       -0.198664         1.30739       -0.602936         1.21863       -0.603292         1.23927       -0.608145         1.23458        -0.60651         1.23532       -0.606799         1.23556        -0.60679         1.23522       -0.606468         1.23162       -0.605742         1.20714       -0.615316
     19.27        0.865314       -0.198523         1.30736       -0.603186         1.21876       -0.603245         1.23922       -0.608154         1.23459       -0.606508         1.23533       -0.606799         1.23556       -0.606791         1.23522       -0.606468         1.23162       -0.605733         1.20697       -0.615199
     19.28        0.862934       -0.198374         1.30734       -0.603435         1.21889       -0.603199         1.23918       -0.608163          1.2346       -0.606506         1.23533       -0.606798         1.23556       -0.606791         1.23523       -0.606468         1.23162       -0.605723         1.20691       -0.615083
     19.29        0.860549       -0.198218         1.30732       -0.603684         1.21902       -0.603154         1.23913       -0.608172         1.23462       -0.606504         1.23533       -0.606798         1.23556       -0.606792         1.23523       -0.606469         1.23161       -0.605713         1.20681       -0.614966
      19.3        0.858158       -0.198054         1.30731       -0.603931         1.21915       -0.603109         1.23909        -0.60818         1.23463       -0.606502         1.23533       -0.606797         1.23556       -0.606792         1.23523       -0.606469         1.23161       -0.605703          1.2067       -0.614849
     19.31        0.855761       -0.197883         1.30729       -0.604178         1.21928       -0.603065         1.23905       -0.608189         1.23464         -0.6065         1.23533       -0.606797         1.23556       -0.606792         1.23523       -0.606469         1.23161       -0.605693         1.20655       -0.614732
     19.32        0.853358       -0.197704         1.30727       -0.604424         1.21941       -0.603022           1.239       -0.608197         1.23465       -0.606498         1.23534       -0.606797         1.23556       -0.606793         1.23523       -0.606469         1.23161       -0.605683         1.20638       -0.614615
     19.33        0.850949       -0.197518         1.30726       -0.604669         1.21954       -0.602978         1.23896       -0.608205         1.23466       -0.606497         1.23534       -0.606796         1.23557       -0.606793         1.23524       -0.606469         1.23161       -0.605674         1.20629       -0.614498
     19.34        0.848534       -0.197324         1.30725       -0.604914         1.21967       -0.602936         1.23891       -0.608213         1.23467       -0.606495         1.23534       -0.606796         1.23557       -0.606794         1.23524       -0.606469         1.23161       -0.605664         1.20613        -0.61438
     19.35        0.846113       -0.197122         1.30724       -0.605158         1.21979       -0.602894         1.23887       -0.608221         1.23468       -0.606493         1.23534       -0.606796         1.23557       -0.606794         1.23524        -0.60647         1.23161       -0.605654         1.20592       -0.614262
     19.36        0.843685       -0.196913         1.30723       -0.605402         1.21992       -0.602852         1.23882       -0.608228          1.2347       -0.606491         1.23534       -0.606796         1.23557       -0.606795         1.23524        -0.60647          1.2316       -0.605644         1.20582       -0.614145
     19.37        0.841251       -0.196696         1.30722       -0.605644         1.22004       -0.602811         1.23878       -0.608236         1.23471        -0.60649         1.23535       -0.606795         1.23557       -0.606795         1.23525        -0.60647          1.2316       -0.605635          1.2056       -0.614027
     19.38         0.83881       -0.196472         1.30721       -0.605886         1.22017       -0.602771         1.23874       -0.608243         1.23472       -0.606488         1.23535       -0.606795         1.23557       -0.606796         1.23525        -0.60647          1.2316       -0.605625          1.2055       -0.613909
     19.39        0.836363       -0.196241         1.30721       -0.606128         1.22029       -0.602731         1.23869        -0.60825         1.23473       -0.606487         1.23535       -0.606795         1.23557       -0.606796         1.23525       -0.606471          1.2316       -0.605615          1.2054       -0.613791
      19.4        0.833909       -0.196001         1.30721       -0.606368         1.22041       -0.602692         1.23865       -0.608257         1.23474       -0.606485         1.23535       -0.606794         1.23557       -0.606796         1.23525       -0.606471         1.23159       -0.605606         1.20535       -0.613672
     19.41        0.831448       -0.195755         1.30721       -0.606608         1.22054       -0.602653          1.2386       -0.608264         1.23476       -0.606484         1.23535       -0.606794         1.23557       -0.606797         1.23525       -0.606471         1.23159       -0.605596         1.20517       -0.613554
     19.42        0.828981         -0.1955         1.30721       -0.606848         1.22066       -0.602614         1.23856        -0.60827         1.23477       -0.606482         1.23536       -0.606794         1.23557       -0.606797         1.23526       -0.606471         1.23159       -0.605586         1.20496       -0.613435
     19.43        0.826506       -0.195239         1.30721       -0.607087         1.22078       -0.602577         1.23852       -0.608277         1.23478       -0.606481         1.23536       -0.606794         1.23557       -0.606798         1.23526       -0.606472         1.23159       -0.605577         1.20475       -0.613316
     19.44        0.824024       -0.194969         1.30721       -0.607325          1.2209       -0.602539         1.23847       -0.608283         1.23479        -0.60648         1.23536       -0.606793         1.23557       -0.606798         1.23526       -0.606472         1.23158       -0.605567         1.20467       -0.613197
     19.45        0.821535       -0.194692         1.30722       -0.607562         1.22101       -0.602502         1.23843       -0.608289          1.2348       -0.606478         1.23536       -0.606793         1.23557       -0.606799         1.23526       -0.606472         1.23158       -0.605558         1.20457       -0.613078
     19.46        0.819038       -0.194408         1.30722       -0.607799         1.22113       -0.602466         1.23839       -0.608295         1.23481       -0.606477         1.23536       -0.606793         1.23557       -0.606799         1.23526       -0.606472         1.23158       -0.605548         1.20447       -0.612959
     19.47        0.816534       -0.194116         1.30723       -0.608036         1.22125        -0.60243         1.23835       -0.608301         1.23483       -0.606476         1.23537       -0.606793         1.23557       -0.606799         1.23526       -0.606473         1.23157       -0.605539         1.20427        -0.61284
     19.48        0.814022       -0.193816         1.30724       -0.608271         1.22137       -0.602395          1.2383       -0.608306         1.23484       -0.606475         1.23537       -0.606792         1.23557         -0.6068         1.23527       -0.606473         1.23157       -0.605529          1.2041        -0.61272
     19.49        0.811502       -0.193509         1.30725       -0.608506         1.22148        -0.60236         1.23826       -0.608312         1.23485       -0.606474         1.23537       -0.606792         1.23557         -0.6068         1.23527       -0.606473         1.23156        -0.60552           1.204         -0.6126
      19.5        0.808975       -0.193194         1.30727       -0.608741          1.2216       -0.602325         1.23822       -0.608317         1.23486       -0.606472         1.23537       -0.606792         1.23557       -0.606801         1.23527       -0.606474         1.23156        -0.60551         1.20391        -0.61248
     19.51        0.806439       -0.192872         1.30728       -0.608975         1.22171       -0.602291         1.23818       -0.608322         1.23487       -0.606471         1.23537       -0.606792         1.23557       -0.606801         1.23527       -0.606474         1.23156       -0.605501         1.20362        -0.61236
     19.52        0.803895       -0.192542          1.3073       -0.609208         1.22182       -0.602258         1.23813       -0.608327         1.23489        -0.60647         1.23538       -0.606792         1.23557       -0.606802         1.23527       -0.606474         1.23155       -0.605491         1.20351        -0.61224
     19.53        0.801343       -0.192204         1.30732       -0.609441         1.22194       -0.602225         1.23809       -0.608332          1.2349       -0.606469         1.23538       -0.606791         1.23557       -0.606802         1.23527       -0.606475         1.23155       -0.605482         1.20342       -0.612119
     19.54        0.798782       -0.191859         1.30734       -0.609673         1.22205       -0.602192         1.23805       -0.608337         1.23491       -0.606469         1.23538       -0.606791         1.23557       -0.606802         1.23527       -0.606475         1.23154       -0.605472         1.20322       -0.611999
     19.55        0.796213       -0.191506         1.30736       -0.609905         1.22216        -0.60216         1.23801       -0.608341         1.23492       -0.606468         1.23538       -0.606791         1.23557       -0.606803         1.23527       -0.606475         1.23154       -0.605463         1.20303       -0.611878
     19.56        0.793635       -0.191145         1.30738       -0.610136         1.22227       -0.602128         1.23797       -0.608345         1.23493       -0.606467         1.23539       -0.606791         1.23557       -0.606803         1.23528       -0.606475         1.23153       -0.605453         1.20282       -0.611757
     19.57        0.791048       -0.190777         1.30741       -0.610367         1.22237       -0.602097         1.23793        -0.60835         1.23494       -0.606466         1.23539       -0.606791         1.23557       -0.606804         1.23528       -0.606476         1.23153       -0.605444         1.20273       -0.611635
     19.58        0.788452       -0.190402         1.30743       -0.610597         1.22248       -0.602066         1.23789       -0.608354         1.23496       -0.606465         1.23539       -0.606791         1.23557       -0.606804         1.23528       -0.606476         1.23152       -0.605434         1.20263       -0.611514
     19.59        0.785847       -0.190018         1.30746       -0.610827         1.22259       -0.602036         1.23785       -0.608358         1.23497       -0.606465         1.23539        -0.60679         1.23557       -0.606805         1.23528       -0.606476         1.23152       -0.605425          1.2025       -0.611392
      19.6        0.783232       -0.189627         1.30749       -0.611056         1.22269       -0.602006         1.23781       -0.608362         1.23498       -0.606464         1.23539        -0.60679         1.23557       -0.606805         1.23528       -0.606477         1.23151       -0.605416         1.20224       -0.611271
     19.61        0.780608       -0.189228         1.30752       -0.611284          1.2228       -0.601977         1.23777       -0.608365         1.23499       -0.606463          1.2354        -0.60679         1.23557       -0.606805         1.23528       -0.606477          1.2315       -0.605406         1.20216       -0.611148
     19.62        0.777974       -0.188822         1.30756       -0.611512          1.2229       -0.601948         1.23773       -0.608369           1.235       -0.606463          1.2354        -0.60679         1.23557       -0.606806         1.23528       -0.606477          1.2315       -0.605397         1.20195       -0.611026
     19.63         0.77533       -0.188408         1.30759        -0.61174         1.22301       -0.601919         1.23769       -0.608372         1.23501       -0.606462          1.2354        -0.60679         1.23557       -0.606806         1.23528       -0.606478         1.23149       -0.605387         1.20173       -0.610904
     19.64        0.772676       -0.187986         1.30763       -0.611967         1.22311       -0.601891         1.23765       -0.608375         1.23503       -0.606462          1.2354        -0.60679         1.23557       -0.606807         1.23528       -0.606478         1.23149       -0.605378         1.20162       -0.610781
     19.65        0.770012       -0.187556         1.30767       -0.612194         1.22321       -0.601863         1.23761       -0.608378         1.23504       -0.606461          1.2354        -0.60679         1.23557       -0.606807         1.23528       -0.606478         1.23148       -0.605369         1.20149       -0.610658
     19.66        0.767338       -0.187119         1.30771        -0.61242         1.22331       -0.601835         1.23757       -0.608381         1.23505       -0.606461         1.23541        -0.60679         1.23557       -0.606807         1.23529       -0.606479         1.23147       -0.605359         1.20134       -0.610535
     19.67        0.764653       -0.186674         1.30775       -0.612645         1.22341       -0.601809         1.23753       -0.608384         1.23506       -0.606461         1.23541        -0.60679         1.23557       -0.606808         1.23529       -0.606479         1.23147        -0.60535         1.20121       -0.610412
     19.68        0.761957       -0.186221         1.30779       -0.612871         1.22351       -0.601782         1.23749       -0.608387         1.23507        -0.60646         1.23541       -0.606789         1.23557       -0.606808         1.23529       -0.606479         1.23146       -0.605341         1.20096       -0.610288
     19.69         0.75925       -0.185761         1.30784       -0.613095         1.22361       -0.601756         1.23745       -0.608389         1.23508        -0.60646         1.23541       -0.606789         1.23557       -0.606809         1.23529        -0.60648         1.23145       -0.605331         1.20086       -0.610164
